job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,min_salary,max_salary,avg_salary,city,state
465,Allen-Miller,Education,ai researcher,"Hugging Face, Power BI, SQL, Pandas, Reinforcement Learning",Senior,Contract,"Elijahshire, BJ",52942-108682,2025-08-06,Large,Scikit-learn,52942.0,108682.0,80812.0,Elijahshire,BJ
466,"Ray, Phillips and Kim",Automotive,nlp engineer,"PyTorch, Reinforcement Learning, R, NumPy",Mid,Internship,"West Shellymouth, TG",113035-170507,2024-07-08,Startup,"FastAPI, PyTorch",113035.0,170507.0,141771.0,West Shellymouth,TG
467,Rodriguez-Williams,Automotive,data scientist,"MLflow, C++, SQL",Mid,Internship,"New Jenniferfort, YE",132860-175653,2024-11-16,Startup,MLflow,132860.0,175653.0,154256.5,New Jenniferfort,YE
468,Randall-Sanchez,Tech,data scientist,"MLflow, Azure, GCP, Flask, AWS",Mid,Contract,"West Julieland, CO",117504-216279,2024-12-26,Mid,LangChain,117504.0,216279.0,166891.5,West Julieland,CO
469,"Mendoza, Chung and Burnett",E-commerce,computer vision engineer,"Python, PyTorch, R, LangChain",Mid,Remote,"New Jacob, KG",119974-214225,2024-09-20,Large,TensorFlow,119974.0,214225.0,167099.5,New Jacob,KG
470,Odom PLC,Healthcare,nlp engineer,"TensorFlow, Python, CUDA",Senior,Contract,"South Jacobshire, BE",89679-162956,2025-07-09,Mid,"PyTorch, MLflow",89679.0,162956.0,126317.5,South Jacobshire,BE
471,"Miller, Jimenez and Walker",Education,computer vision engineer,"C++, Pandas, Hugging Face, SQL, LangChain, Python",Senior,Internship,"Lake Patriciaview, LY",92350-190209,2024-09-29,Mid,MLflow,92350.0,190209.0,141279.5,Lake Patriciaview,LY
472,Valdez-Williams,Automotive,ml engineer,"NumPy, AWS, Excel",Mid,Contract,"Port Charles, BE",100745-156193,2024-05-19,Large,TensorFlow,100745.0,156193.0,128469.0,Port Charles,BE
473,"Rodriguez, West and Erickson",Tech,ml engineer,"PyTorch, Reinforcement Learning, FastAPI, R, C++",Entry,Full-time,"Lake Joshuastad, QA",144980-238642,2024-05-01,Startup,BigQuery,144980.0,238642.0,191811.0,Lake Joshuastad,QA
474,Church-Young,Automotive,data analyst,"Keras, LangChain, CUDA",Mid,Contract,"West Paulshire, PE",43750-143665,2025-05-17,Startup,"FastAPI, Scikit-learn, TensorFlow",43750.0,143665.0,93707.5,West Paulshire,PE
475,Ramirez PLC,Healthcare,ai researcher,"GCP, PyTorch, Flask",Entry,Full-time,"East Jason, IL",123991-140802,2024-02-14,Mid,"MLflow, KDB+, LangChain",123991.0,140802.0,132396.5,East Jason,IL
476,Simmons PLC,Automotive,ai researcher,"AWS, Excel, R",Entry,Internship,"Peterland, IL",82447-99125,2024-02-18,Mid,MLflow,82447.0,99125.0,90786.0,Peterland,IL
477,"Miller, Simmons and Johnson",Healthcare,computer vision engineer,"FastAPI, LangChain, SQL, TensorFlow, R",Mid,Remote,"Obrienshire, UZ",40493-78657,2024-04-11,Startup,BigQuery,40493.0,78657.0,59575.0,Obrienshire,UZ
478,"Stevens, Ball and Tyler",Automotive,data analyst,"Keras, LangChain, R, MLflow, Azure, TensorFlow",Senior,Remote,"Dennischester, BH",123525-145590,2024-08-19,Mid,"TensorFlow, BigQuery, LangChain",123525.0,145590.0,134557.5,Dennischester,BH
479,"Hunt, Scott and Schneider",Retail,quant researcher,"SQL, R, Keras",Mid,Remote,"Jessicaside, CH",48593-83543,2024-10-12,Large,"KDB+, MLflow",48593.0,83543.0,66068.0,Jessicaside,CH
480,"Wright, Diaz and Rosario",Education,ai product manager,"Power BI, CUDA, Scikit-learn",Entry,Remote,"East Bernardfurt, CY",84439-138226,2025-03-13,Startup,"MLflow, PyTorch",84439.0,138226.0,111332.5,East Bernardfurt,CY
481,"Dean, Reid and Johnson",Finance,ai researcher,"AWS, CUDA, GCP, Scikit-learn, Azure",Mid,Internship,"Santostown, TL",132748-206860,2024-07-17,Large,"Scikit-learn, KDB+",132748.0,206860.0,169804.0,Santostown,TL
482,"Rose, Simon and Cruz",Education,quant researcher,"SQL, Hugging Face, Azure, C++, Keras, Flask",Senior,Contract,"Haasview, PY",127247-153167,2025-09-01,Mid,KDB+,127247.0,153167.0,140207.0,Haasview,PY
483,Russo Inc,Automotive,quant researcher,"Excel, Power BI, GCP, CUDA, PyTorch, Keras",Mid,Contract,"Munozside, MA",72261-141735,2025-08-21,Mid,Scikit-learn,72261.0,141735.0,106998.0,Munozside,MA
484,"Short, Hodge and Castillo",Tech,data analyst,"Keras, C++, Scikit-learn, Flask, PyTorch, Pandas",Mid,Internship,"Lake Jasonville, LV",129504-207322,2024-02-01,Mid,"MLflow, PyTorch",129504.0,207322.0,168413.0,Lake Jasonville,LV
485,Bauer Group,E-commerce,ai product manager,"TensorFlow, Power BI, Reinforcement Learning, NumPy, CUDA, Excel",Mid,Remote,"South Jaredview, PW",116697-174967,2024-02-02,Startup,"LangChain, Scikit-learn, FastAPI",116697.0,174967.0,145832.0,South Jaredview,PW
486,Petty PLC,Retail,computer vision engineer,"Python, Azure, R, TensorFlow, GCP",Entry,Remote,"Castrobury, ES",46832-131794,2024-07-18,Startup,"MLflow, BigQuery, Scikit-learn",46832.0,131794.0,89313.0,Castrobury,ES
487,Stuart and Sons,Healthcare,data scientist,"Hugging Face, C++, PyTorch, Reinforcement Learning, TensorFlow",Mid,Internship,"Lake Randychester, TR",135983-151535,2025-03-04,Large,"PyTorch, BigQuery",135983.0,151535.0,143759.0,Lake Randychester,TR
488,"Barker, Monroe and Ortega",Education,ai product manager,"Reinforcement Learning, GCP, NumPy",Senior,Full-time,"Robertsonfort, MU",86380-119826,2023-11-27,Startup,"Scikit-learn, TensorFlow, BigQuery",86380.0,119826.0,103103.0,Robertsonfort,MU
489,Chambers-Santiago,Finance,ai product manager,"Reinforcement Learning, NumPy, Scikit-learn",Entry,Contract,"Halefurt, JO",97354-192951,2023-10-17,Startup,"LangChain, BigQuery",97354.0,192951.0,145152.5,Halefurt,JO
490,Nolan-Brown,E-commerce,quant researcher,"PyTorch, Hugging Face, GCP, Flask",Mid,Full-time,"Karenville, GA",130041-148947,2024-06-16,Large,Scikit-learn,130041.0,148947.0,139494.0,Karenville,GA
491,"Cox, Fitzgerald and Wong",Finance,data scientist,"R, FastAPI, AWS",Mid,Internship,"Davidtown, ID",98664-190980,2023-09-29,Large,"PyTorch, LangChain",98664.0,190980.0,144822.0,Davidtown,ID
492,Zhang-Williams,Automotive,data analyst,"MLflow, CUDA, C++",Entry,Contract,"East Henryfort, CA",112236-163663,2024-11-09,Large,"LangChain, TensorFlow",112236.0,163663.0,137949.5,East Henryfort,CA
493,Henry-Grimes,Education,data scientist,"CUDA, AWS, NumPy, Azure, Power BI",Entry,Remote,"Port Biancachester, DE",89452-161968,2023-10-16,Large,"TensorFlow, Scikit-learn, FastAPI",89452.0,161968.0,125710.0,Port Biancachester,DE
494,"Garcia, Lowery and Alexander",Finance,ai researcher,"Keras, NumPy, Python, AWS, Flask, Azure",Mid,Remote,"East Kennethfurt, MT",41836-115821,2024-01-04,Large,"Scikit-learn, LangChain",41836.0,115821.0,78828.5,East Kennethfurt,MT
495,Turner PLC,Healthcare,quant researcher,"Azure, Flask, MLflow, GCP",Senior,Full-time,"East Sandrabury, TL",80778-94197,2025-03-08,Large,"PyTorch, KDB+",80778.0,94197.0,87487.5,East Sandrabury,TL
496,Davis LLC,Tech,ai product manager,"FastAPI, CUDA, R",Entry,Remote,"Sarahburgh, VA",68580-87181,2025-07-21,Mid,KDB+,68580.0,87181.0,77880.5,Sarahburgh,VA
497,Foster-Stephens,Education,data scientist,"AWS, CUDA, MLflow, Python",Senior,Internship,"Robinsonport, IQ",41323-86336,2025-08-10,Mid,"KDB+, PyTorch, FastAPI",41323.0,86336.0,63829.5,Robinsonport,IQ
498,"Ho, Scott and Martinez",Education,ai product manager,"Flask, SQL, PyTorch, Azure, AWS",Senior,Full-time,"Lyonsland, MK",127995-170331,2025-04-24,Startup,LangChain,127995.0,170331.0,149163.0,Lyonsland,MK
499,Green PLC,Retail,computer vision engineer,"C++, SQL, Python, MLflow, Power BI, FastAPI",Mid,Remote,"Gutierrezport, NO",91343-143899,2025-03-27,Large,LangChain,91343.0,143899.0,117621.0,Gutierrezport,NO
500,Hudson Group,E-commerce,computer vision engineer,"CUDA, SQL, Keras, C++",Mid,Remote,"New Shawnberg, SE",58872-121321,2024-05-16,Mid,"FastAPI, Scikit-learn, TensorFlow",58872.0,121321.0,90096.5,New Shawnberg,SE
501,"Pham, Mathews and Gray",Automotive,ai product manager,"MLflow, TensorFlow, NumPy, Pandas",Mid,Remote,"South Crystalshire, FR",59652-117331,2023-10-30,Large,TensorFlow,59652.0,117331.0,88491.5,South Crystalshire,FR
502,"Saunders, Howell and Martinez",Healthcare,computer vision engineer,"TensorFlow, NumPy, Pandas, PyTorch, Azure",Senior,Full-time,"West Wandaside, KE",64588-93067,2024-08-14,Mid,"KDB+, FastAPI, Scikit-learn",64588.0,93067.0,78827.5,West Wandaside,KE
503,King LLC,Automotive,computer vision engineer,"FastAPI, Keras, CUDA, PyTorch, LangChain",Senior,Internship,"Ruizton, CI",62963-73964,2024-11-28,Startup,"BigQuery, MLflow",62963.0,73964.0,68463.5,Ruizton,CI
504,Anthony Group,Tech,nlp engineer,"PyTorch, Azure, Reinforcement Learning, TensorFlow, Pandas, FastAPI",Mid,Contract,"Lisaborough, MG",147083-198629,2025-04-17,Large,PyTorch,147083.0,198629.0,172856.0,Lisaborough,MG
505,"Kim, Peterson and Schaefer",Automotive,ai researcher,"GCP, MLflow, PyTorch",Entry,Contract,"Ericksonport, NZ",124727-213590,2025-07-02,Large,"PyTorch, MLflow, LangChain",124727.0,213590.0,169158.5,Ericksonport,NZ
506,Parrish-Small,Retail,nlp engineer,"Python, Flask, LangChain, AWS, Keras",Senior,Contract,"Perryland, MA",103756-181213,2025-08-05,Startup,"FastAPI, Scikit-learn, PyTorch",103756.0,181213.0,142484.5,Perryland,MA
507,"Shaw, Myers and Smith",Finance,data scientist,"Azure, TensorFlow, C++",Mid,Full-time,"Brookeport, TV",97542-184959,2024-05-21,Startup,TensorFlow,97542.0,184959.0,141250.5,Brookeport,TV
508,Smith-Huynh,Automotive,ml engineer,"Scikit-learn, Hugging Face, TensorFlow",Entry,Contract,"South Dawnfort, AE",80381-97901,2024-09-21,Startup,"TensorFlow, BigQuery",80381.0,97901.0,89141.0,South Dawnfort,AE
509,Cardenas-Williams,Education,data scientist,"Python, Azure, Reinforcement Learning, LangChain, AWS, Hugging Face",Senior,Remote,"West Michael, PW",147604-186982,2024-12-20,Startup,"LangChain, TensorFlow, KDB+",147604.0,186982.0,167293.0,West Michael,PW
510,Davis Inc,Healthcare,data analyst,"MLflow, Python, TensorFlow, LangChain",Entry,Full-time,"Taylorland, PL",56981-90644,2024-12-27,Mid,"TensorFlow, PyTorch, KDB+",56981.0,90644.0,73812.5,Taylorland,PL
511,Davis-Hudson,Retail,data analyst,"GCP, Scikit-learn, Flask, AWS, Excel, Power BI",Entry,Remote,"South Thomasview, BR",116148-184483,2025-08-13,Startup,PyTorch,116148.0,184483.0,150315.5,South Thomasview,BR
512,"Mcdonald, Carey and Cruz",Healthcare,ai researcher,"TensorFlow, R, FastAPI, Pandas, Power BI",Mid,Contract,"Kingburgh, ER",49163-80743,2023-09-23,Large,"MLflow, Scikit-learn",49163.0,80743.0,64953.0,Kingburgh,ER
513,Williams LLC,Healthcare,ai product manager,"Python, Hugging Face, Scikit-learn, GCP",Entry,Contract,"Jeremytown, GQ",51721-118914,2025-01-04,Large,"MLflow, KDB+",51721.0,118914.0,85317.5,Jeremytown,GQ
514,Cooper PLC,Education,quant researcher,"Azure, Pandas, TensorFlow, AWS",Mid,Remote,"Michaelbury, FM",143486-177073,2024-06-27,Large,"BigQuery, Scikit-learn, PyTorch",143486.0,177073.0,160279.5,Michaelbury,FM
515,"Graham, Ramirez and Haas",Automotive,data analyst,"R, Reinforcement Learning, Scikit-learn, PyTorch, GCP",Entry,Remote,"East Tammy, SY",141494-226122,2024-10-08,Mid,"BigQuery, TensorFlow, FastAPI",141494.0,226122.0,183808.0,East Tammy,SY
516,"Lowe, Schmidt and Harris",Tech,nlp engineer,"Excel, Hugging Face, AWS, TensorFlow, R, Power BI",Entry,Contract,"Dannyborough, MA",40667-138793,2025-07-22,Mid,TensorFlow,40667.0,138793.0,89730.0,Dannyborough,MA
517,"Kemp, Young and Stewart",E-commerce,computer vision engineer,"Python, Pandas, Excel, TensorFlow, Azure",Entry,Remote,"Tracyborough, CZ",45587-114965,2024-05-08,Startup,"TensorFlow, PyTorch",45587.0,114965.0,80276.0,Tracyborough,CZ
518,"Hodges, Allen and Washington",Automotive,data analyst,"PyTorch, Pandas, Reinforcement Learning",Mid,Contract,"Davidside, JO",50145-64920,2024-05-03,Mid,KDB+,50145.0,64920.0,57532.5,Davidside,JO
519,Blair PLC,E-commerce,data analyst,"NumPy, Keras, PyTorch, TensorFlow, Flask, Excel",Senior,Contract,"Hernandezshire, LU",125963-141117,2024-11-06,Large,"FastAPI, PyTorch, BigQuery",125963.0,141117.0,133540.0,Hernandezshire,LU
520,"Cruz, Patrick and King",E-commerce,ai researcher,"R, TensorFlow, AWS",Mid,Remote,"Walshstad, KG",117682-149820,2025-04-26,Startup,"PyTorch, KDB+",117682.0,149820.0,133751.0,Walshstad,KG
521,"Rivers, Jones and Cameron",E-commerce,ml engineer,"SQL, NumPy, Scikit-learn",Entry,Full-time,"Nelsonchester, NE",108359-163658,2024-11-02,Large,"TensorFlow, LangChain",108359.0,163658.0,136008.5,Nelsonchester,NE
522,Lindsey-Chan,Finance,ai product manager,"MLflow, Flask, Keras, Scikit-learn, LangChain",Entry,Contract,"Albertport, RW",46169-74675,2024-07-18,Mid,TensorFlow,46169.0,74675.0,60422.0,Albertport,RW
523,Hess Inc,Healthcare,data analyst,"FastAPI, Excel, PyTorch, Flask, Reinforcement Learning",Mid,Remote,"East Kathrynchester, FJ",109531-131253,2024-08-26,Mid,"BigQuery, PyTorch, FastAPI",109531.0,131253.0,120392.0,East Kathrynchester,FJ
524,Williams Ltd,Retail,ml engineer,"Hugging Face, GCP, Scikit-learn",Entry,Contract,"Lake Patrick, ST",146291-220807,2024-02-27,Mid,"Scikit-learn, PyTorch, LangChain",146291.0,220807.0,183549.0,Lake Patrick,ST
525,"Moore, Fields and Valdez",Tech,ai product manager,"SQL, Python, Excel, Flask",Entry,Contract,"Marcusstad, GT",60309-116090,2025-08-31,Mid,"TensorFlow, KDB+, BigQuery",60309.0,116090.0,88199.5,Marcusstad,GT
526,Todd-Wright,Automotive,data scientist,"SQL, Keras, Pandas, GCP",Senior,Contract,"Port Thomas, IQ",135243-196909,2024-03-12,Startup,"FastAPI, KDB+",135243.0,196909.0,166076.0,Port Thomas,IQ
527,Morrison and Sons,E-commerce,ml engineer,"CUDA, Power BI, AWS, FastAPI, C++",Senior,Internship,"Richardfurt, JM",141909-166648,2024-11-04,Mid,TensorFlow,141909.0,166648.0,154278.5,Richardfurt,JM
528,"Barrett, Bennett and Stokes",Education,ml engineer,"C++, CUDA, Azure",Entry,Remote,"New John, JP",110795-199925,2025-03-22,Startup,"LangChain, MLflow",110795.0,199925.0,155360.0,New John,JP
529,"Jefferson, Orr and Gonzalez",Retail,nlp engineer,"LangChain, GCP, Reinforcement Learning, Excel, FastAPI, Power BI",Mid,Remote,"Lake Matthewhaven, RO",97755-118149,2024-01-24,Large,"KDB+, PyTorch",97755.0,118149.0,107952.0,Lake Matthewhaven,RO
530,"Davis, Chambers and Lee",Healthcare,data analyst,"Excel, Power BI, PyTorch, Hugging Face, R",Senior,Remote,"Davidton, VN",141037-189383,2024-02-02,Mid,"Scikit-learn, BigQuery, MLflow",141037.0,189383.0,165210.0,Davidton,VN
531,Guerra-Hall,Healthcare,ai product manager,"GCP, Reinforcement Learning, Keras, Pandas",Mid,Remote,"New Ronald, PA",128537-188005,2024-09-24,Mid,FastAPI,128537.0,188005.0,158271.0,New Ronald,PA
532,Brooks Ltd,Healthcare,ai product manager,"Keras, FastAPI, C++, Hugging Face",Senior,Full-time,"West Elizabeth, DE",56606-106301,2025-02-05,Mid,"Scikit-learn, PyTorch",56606.0,106301.0,81453.5,West Elizabeth,DE
533,"Nolan, Jones and Nelson",Tech,ml engineer,"Python, PyTorch, SQL, FastAPI",Mid,Contract,"Hillfurt, BO",54795-115927,2023-12-05,Startup,"MLflow, FastAPI, Scikit-learn",54795.0,115927.0,85361.0,Hillfurt,BO
534,"Davidson, Walsh and Meyers",Finance,data analyst,"Keras, Python, Hugging Face, Flask",Senior,Internship,"Susanfort, IQ",68706-105919,2024-06-06,Mid,"TensorFlow, FastAPI",68706.0,105919.0,87312.5,Susanfort,IQ
535,Burgess-Barrera,Finance,nlp engineer,"Hugging Face, Azure, PyTorch, GCP",Senior,Contract,"Leebury, SC",107190-142210,2025-09-13,Large,FastAPI,107190.0,142210.0,124700.0,Leebury,SC
536,Anderson LLC,Healthcare,ml engineer,"TensorFlow, LangChain, Keras, Scikit-learn, Excel, C++",Entry,Contract,"South Briannafort, MZ",65172-119584,2024-01-22,Mid,MLflow,65172.0,119584.0,92378.0,South Briannafort,MZ
537,"Cameron, Carter and Smith",Healthcare,ai researcher,"Scikit-learn, Azure, GCP",Mid,Full-time,"Blakebury, CL",58475-150927,2025-06-18,Large,"PyTorch, MLflow",58475.0,150927.0,104701.0,Blakebury,CL
538,Christensen LLC,Finance,ai product manager,"FastAPI, TensorFlow, Keras",Entry,Contract,"New Codystad, HU",89065-169950,2024-08-02,Large,MLflow,89065.0,169950.0,129507.5,New Codystad,HU
539,Clark-Dennis,Finance,nlp engineer,"R, NumPy, Scikit-learn",Mid,Remote,"North Brianhaven, IT",140046-166454,2024-08-08,Mid,"BigQuery, PyTorch",140046.0,166454.0,153250.0,North Brianhaven,IT
540,Obrien and Sons,Automotive,ai researcher,"Python, MLflow, SQL",Mid,Internship,"North Joannaberg, VC",50054-60639,2024-06-30,Large,"Scikit-learn, MLflow, FastAPI",50054.0,60639.0,55346.5,North Joannaberg,VC
541,Gomez PLC,E-commerce,ml engineer,"R, Scikit-learn, Power BI",Senior,Internship,"Stevenshire, BE",84367-161104,2025-04-05,Startup,MLflow,84367.0,161104.0,122735.5,Stevenshire,BE
542,Rogers-Shaw,E-commerce,ml engineer,"Pandas, LangChain, Python, Keras",Senior,Internship,"Ginafurt, PW",106747-192008,2025-01-13,Startup,"KDB+, Scikit-learn, TensorFlow",106747.0,192008.0,149377.5,Ginafurt,PW
543,Gardner-Murphy,Education,nlp engineer,"Hugging Face, R, Azure, Power BI, Excel",Senior,Full-time,"Phillipsmouth, BE",134658-192987,2024-01-16,Mid,"LangChain, FastAPI",134658.0,192987.0,163822.5,Phillipsmouth,BE
544,"Brooks, Morales and Parker",Automotive,quant researcher,"Pandas, FastAPI, Hugging Face, PyTorch, Power BI",Senior,Full-time,"South Chelseamouth, MR",67982-80867,2024-08-25,Startup,LangChain,67982.0,80867.0,74424.5,South Chelseamouth,MR
545,"Harrison, Nelson and Butler",Tech,data analyst,"GCP, Pandas, FastAPI, C++, Excel",Mid,Internship,"North Darren, PG",66502-125569,2025-06-25,Mid,"FastAPI, MLflow",66502.0,125569.0,96035.5,North Darren,PG
546,"Boyd, Manning and Smith",E-commerce,ml engineer,"Excel, Pandas, CUDA",Mid,Full-time,"Walshmouth, EG",129492-154474,2024-10-28,Startup,PyTorch,129492.0,154474.0,141983.0,Walshmouth,EG
547,Morgan Group,E-commerce,data scientist,"Reinforcement Learning, Hugging Face, Pandas, Excel",Mid,Contract,"East Robertbury, PS",46778-126259,2025-05-02,Startup,"FastAPI, PyTorch",46778.0,126259.0,86518.5,East Robertbury,PS
548,"Sutton, Rivera and Mcintyre",Education,data scientist,"Reinforcement Learning, LangChain, C++",Entry,Internship,"Port Briannaview, MM",139140-205348,2025-09-07,Startup,"LangChain, FastAPI",139140.0,205348.0,172244.0,Port Briannaview,MM
549,Lee Inc,Education,ai product manager,"FastAPI, Excel, AWS, LangChain, Python",Entry,Contract,"Bradshawport, TW",81090-99269,2024-10-25,Startup,"KDB+, MLflow",81090.0,99269.0,90179.5,Bradshawport,TW
550,Clark-Stevens,Tech,nlp engineer,"Power BI, C++, R",Senior,Contract,"Port Isabellaport, BB",134343-205844,2024-01-17,Startup,BigQuery,134343.0,205844.0,170093.5,Port Isabellaport,BB
551,Young LLC,Education,computer vision engineer,"C++, Hugging Face, Flask, Python, NumPy, Scikit-learn",Senior,Full-time,"South Evan, ZM",72912-155169,2024-02-12,Large,"Scikit-learn, FastAPI, LangChain",72912.0,155169.0,114040.5,South Evan,ZM
552,Shaffer Inc,Education,data scientist,"FastAPI, Azure, TensorFlow",Mid,Internship,"West Adammouth, MZ",123639-216071,2024-06-08,Mid,TensorFlow,123639.0,216071.0,169855.0,West Adammouth,MZ
553,"Powers, Lee and Graves",Healthcare,nlp engineer,"MLflow, Reinforcement Learning, Python",Mid,Internship,"North Cindy, CZ",71107-88278,2025-08-18,Mid,"PyTorch, TensorFlow",71107.0,88278.0,79692.5,North Cindy,CZ
554,Williams-White,Tech,ml engineer,"CUDA, R, Reinforcement Learning",Entry,Full-time,"Amyside, CH",139426-167189,2025-02-09,Startup,"MLflow, PyTorch, KDB+",139426.0,167189.0,153307.5,Amyside,CH
555,Smith-Green,Finance,data analyst,"Python, AWS, FastAPI",Entry,Full-time,"East Mariahberg, NL",41327-101270,2024-08-18,Mid,FastAPI,41327.0,101270.0,71298.5,East Mariahberg,NL
556,Miller and Sons,Tech,ai researcher,"MLflow, AWS, SQL, Python",Mid,Full-time,"North Michele, BZ",132842-146986,2024-01-03,Mid,"TensorFlow, FastAPI",132842.0,146986.0,139914.0,North Michele,BZ
557,Thomas-Howell,Education,data scientist,"MLflow, Azure, Python",Senior,Internship,"Matthewshire, HN",61018-136143,2023-12-19,Mid,"TensorFlow, KDB+",61018.0,136143.0,98580.5,Matthewshire,HN
558,"Velez, Foley and Walker",E-commerce,quant researcher,"Excel, Flask, Power BI, PyTorch, SQL, CUDA",Senior,Internship,"Lake Joseph, SN",129013-194851,2024-08-21,Mid,"LangChain, BigQuery, FastAPI",129013.0,194851.0,161932.0,Lake Joseph,SN
559,Mccoy Group,Tech,ml engineer,"Scikit-learn, AWS, CUDA, Azure, Hugging Face",Senior,Full-time,"North Tamara, SM",53336-98757,2024-10-16,Startup,"FastAPI, TensorFlow, LangChain",53336.0,98757.0,76046.5,North Tamara,SM
560,Hall Ltd,E-commerce,nlp engineer,"LangChain, Python, AWS, R, Keras",Entry,Remote,"Jamesview, HT",60072-132524,2025-05-31,Startup,"LangChain, BigQuery",60072.0,132524.0,96298.0,Jamesview,HT
